name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,available
Sunny Williamsburg Apartment - Prime Location,Brandon,Brooklyn,Williamsburg,40.71747,-73.95459,Entire home/apt,160,1,18,12/06/2019,0.7,1,2
Affordable Spacious Refurbished Room in Bushwick!,Niji,Brooklyn,Bushwick,40.69037,-73.9184,Private room,51,2,4,04/06/2018,0.15,1,0
Private Garden Room in Commune,Emma,Brooklyn,Bedford-Stuyvesant,40.67992,-73.95695,Private room,65,2,3,27/04/2017,0.11,3,0
Large 2bd 15 min to Midtown Manhattan,Dani,Queens,Ditmars Steinway,40.77764,-73.91128,Entire home/apt,100,3,93,21/06/2019,3.49,1,197
Best location to live in Astoria,Marina,Queens,Astoria,40.76601,-73.91841,Private room,49,5,2,27/06/2017,0.08,1,179
HUGE PRISTINE VERSACE DUPLEX APT. IN BROOKLYN,Mark,Brooklyn,Bedford-Stuyvesant,40.69171,-73.9575,Entire home/apt,195,4,80,02/07/2019,3,3,218
"Sunny high-ceiling, large-windows, Bushwick apt",Chris,Brooklyn,Bushwick,40.69511,-73.90715,Private room,65,4,17,12/01/2019,0.66,1,11
Bright room by the Brooklyn Navy Yard,Lucy,Brooklyn,Fort Greene,40.69664,-73.97375,Private room,65,2,3,14/08/2017,0.11,1,0
Bright and Sunny Brooklyn Sanctuary,Ernesto,Brooklyn,Bushwick,40.70091,-73.92215,Private room,60,2,113,17/06/2019,4.15,2,3
Sunny Williamsburg Studio Overlooking the Park,Tia,Brooklyn,Williamsburg,40.72128,-73.95547,Entire home/apt,175,2,8,25/05/2019,0.43,1,0
"Bright Zen Bedroom with TV, nr JMZ Subways",Amaya,Brooklyn,Bedford-Stuyvesant,40.69624,-73.93414,Private room,72,4,59,27/06/2019,2.22,6,120
Clean room  PRIVATE full bath & private entrance,Jim&Lisa,Queens,Flushing,40.75811,-73.81458,Private room,47,2,130,07/07/2019,4.79,6,342
Tranquility in a Sunny  Duplex w/Private Bathroom,Vadim,Brooklyn,Bedford-Stuyvesant,40.6919,-73.94487,Private room,125,1,60,03/07/2019,2.21,3,90
Lovely Private Clean New Building A/C,Soraya,Queens,Ridgewood,40.69661,-73.90022,Private room,56,5,71,23/06/2019,2.81,2,100
Cozy room in Brooklyn steps from train,Kristin,Brooklyn,Flatbush,40.65026,-73.96308,Private room,40,2,0,,,1,0
Sunny Modern Duplex w/Balcony & Rooftop Deck,Vadim,Brooklyn,Bedford-Stuyvesant,40.69261,-73.94393,Entire home/apt,150,2,33,29/06/2019,1.23,3,177
"Room w/private bathroom, Breakfast & 7min to Manh",Kat,Brooklyn,Williamsburg,40.71398,-73.94702,Private room,169,5,60,01/01/2019,2.22,1,50
"Sunny, Quiet top-floor 2 bedroom in Cobble Hill",James,Brooklyn,Carroll Gardens,40.68572,-73.99286,Entire home/apt,199,1,6,28/05/2018,0.23,2,0
"Clean, Cosy Private 1 Bd Apartment Fort Greene",Nichole,Brooklyn,Clinton Hill,40.69369,-73.96826,Entire home/apt,125,6,0,,,1,0
Spacious Oasis Duplex with Private Garden,Sarah,Brooklyn,Boerum Hill,40.68786,-73.98811,Entire home/apt,160,5,10,31/01/2019,0.39,1,8
Cozy and sunny Studio,Denise,Brooklyn,Prospect Heights,40.67387,-73.96707,Entire home/apt,100,5,14,28/05/2019,0.53,1,0
"Elegant 5BR, 2.5 Bath w/Yard, 15 Mins to Manhattan",Nikita,Brooklyn,Bedford-Stuyvesant,40.68402,-73.93081,Entire home/apt,550,2,32,16/06/2019,1.5,3,248
Bright Minimalist Creative Retreat Bedroom BedStuy,DyAnna,Brooklyn,Bedford-Stuyvesant,40.69307,-73.95254,Private room,40,3,1,02/05/2017,0.04,1,0
Spacious Bright and Modern Studio,Marlene,Brooklyn,Bushwick,40.6877,-73.9159,Entire home/apt,95,2,113,24/06/2019,4.15,2,6
Stylish centrally Located 2 bedroom,Rose,Brooklyn,Boerum Hill,40.68727,-73.98574,Entire home/apt,189,5,58,23/06/2019,2.17,1,24
Lovely room(s) in Brooklyn brownstone w/ backyard,Stefan,Brooklyn,Bedford-Stuyvesant,40.68293,-73.95458,Private room,71,1,2,30/04/2017,0.07,1,0
One bedroom in quaint brownstone!!,Aaron,Brooklyn,Bedford-Stuyvesant,40.6942,-73.94963,Private room,40,3,6,03/07/2018,0.22,1,0
A charming room in a Victorian Home,Marie,Brooklyn,Flatbush,40.63256,-73.94757,Private room,55,4,8,02/11/2018,0.35,2,364
Beautiful 1-bedroom close to Grand Central,Carolin,Queens,Sunnyside,40.74473,-73.91876,Private room,150,3,1,02/06/2017,0.04,1,0
Private Bedroom/Officespace,Alexander,Brooklyn,Williamsburg,40.70869,-73.94684,Private room,100,3,0,,,1,0
LOFT SPACE IN BUSHWICH,Alessia,Brooklyn,Williamsburg,40.70327,-73.93425,Entire home/apt,160,2,18,27/03/2019,0.67,1,358
Beautiful BedStuy Bedroom,Shireen,Brooklyn,Bedford-Stuyvesant,40.68544,-73.92457,Private room,60,1,1,23/04/2017,0.04,1,0
"NYC4YOU  
Great location!!!",Theodore,Queens,Ditmars Steinway,40.77412,-73.9061,Entire home/apt,99,1,81,20/06/2019,2.98,1,202
"Large, funky Park Slope triplex w outdoor space.",Amy,Brooklyn,Park Slope,40.67259,-73.98452,Entire home/apt,300,1,0,,,1,0
"Artsy and Sunny Room in Bushwick, near L and JMZ",Ana,Brooklyn,Bushwick,40.70025,-73.92175,Private room,60,3,2,30/08/2017,0.07,1,0
Cute Tiny Room Family Home by LGA NO CLEANING FEE,Danielle,Queens,East Elmhurst,40.7638,-73.87238,Private room,48,1,436,08/07/2019,16.03,5,337
Private Bedroom in charming 2 Bdrm Duplex,David,Brooklyn,Bushwick,40.69808,-73.92054,Private room,60,1,4,27/11/2018,0.3,1,341
New Years EVE in NY! Magnificent Private Penthouse,Sata,Queens,Briarwood,40.70678,-73.80613,Entire home/apt,1000,2,5,07/10/2018,0.27,5,365
private apartment in new york,Nicole,Queens,Glendale,40.70459,-73.89574,Entire home/apt,100,1,0,,,1,0
":Luxury 1BR by the water, one stop from Manhattan",Joanna,Queens,Long Island City,40.7455,-73.95607,Entire home/apt,150,3,5,23/10/2017,0.19,1,0
3BED apartment 20 MINS TO MANHATTAN,Jamaul,Brooklyn,East Flatbush,40.65321,-73.95199,Entire home/apt,140,1,111,07/07/2019,4.53,1,259
Two Bedroom on Williamsburg Waterfront,Erin,Brooklyn,Williamsburg,40.71638,-73.96612,Entire home/apt,235,1,35,14/06/2019,1.29,2,9
Nice room in spacious apartment in BK,Will,Brooklyn,Bedford-Stuyvesant,40.69016,-73.9274,Private room,40,2,4,07/08/2017,0.16,2,0
"Cozy, Private Studio in Bedstuy, Brooklyn",Julia,Brooklyn,Bedford-Stuyvesant,40.67943,-73.94435,Entire home/apt,90,6,1,03/10/2018,0.11,1,35
Amazing Studio in Downtown Flushing,Alan,Queens,Flushing,40.75933,-73.82313,Entire home/apt,115,30,3,24/05/2019,0.12,15,7
Huge 2BR Apartment. Walk to beach/buses,Skender,Staten Island,Dongan Hills,40.57825,-74.08879,Entire home/apt,95,4,45,19/06/2019,1.66,1,134
"ENTIRE, PRIVATE NYC home 3mins from JFK Airport",Ada,Queens,Jamaica,40.67057,-73.77956,Entire home/apt,80,1,7,17/01/2019,0.27,2,304
"5* Views, Terrace, 2BR2B, Modern Luxury, Gym, Roof",B,Queens,Long Island City,40.74834,-73.94181,Entire home/apt,379,4,91,26/06/2019,3.44,2,152
Brownstone w/ Luxurious private room & bay windows,Tee,Bronx,Longwood,40.8134,-73.89893,Private room,75,3,6,04/08/2017,0.25,1,87
NEW 2 twin beds and private bathroom in Flushing!!,Jia,Queens,Flushing,40.75767,-73.83094,Entire home/apt,65,2,84,15/06/2019,3.19,3,119
Private room in Sunnyside 15 min to Manhattan,Mustafa,Queens,Sunnyside,40.73677,-73.9168,Private room,60,2,2,18/05/2017,0.08,1,40
Bright and spacious room,Liliana,Queens,Jackson Heights,40.75147,-73.89071,Private room,75,1,6,19/06/2019,0.32,1,341
The ASTORIAN'S ArtPad,Kevin,Queens,Ditmars Steinway,40.77751,-73.90902,Private room,95,1,31,22/05/2019,1.2,1,90
"Fresh, bright modern studio w/ Garage Parking",Ivanna,Queens,Flushing,40.7447,-73.82497,Entire home/apt,99,3,95,31/05/2019,3.52,1,63
Fully furnished room with a single bed,Edyta,Queens,Glendale,40.69845,-73.8958,Private room,35,30,7,02/01/2019,0.27,2,294
《2》法拉盛市中心明亮干净的私人房间,Evelyn,Queens,Flushing,40.76417,-73.83008,Private room,45,1,94,17/06/2019,3.48,2,62
Beautiful apartment ~25min from Times Square,Yaroslav,Bronx,Mount Hope,40.84499,-73.91157,Entire home/apt,60,5,3,21/08/2018,0.13,1,0
Cozy Private Bedroom Near LGA,Paula,Queens,East Elmhurst,40.76518,-73.89182,Private room,50,2,1,02/12/2018,0.14,1,34
Bronx Apartment,Posh,Bronx,Baychester,40.87372,-73.84065,Private room,75,1,3,05/06/2017,0.11,1,129
Private Room in Staten Island + Walk-In Closet. #1,Faye,Staten Island,Stapleton,40.63457,-74.07817,Private room,65,1,56,07/07/2019,2.09,3,351
10 mins/Airports JFK/LGA/Hosp/malls bus/train# 1,Seeranie,Queens,Richmond Hill,40.69104,-73.82204,Private room,50,1,102,23/06/2019,4.02,2,354
Location Angel Boy,Petya,Queens,Woodside,40.75527,-73.90835,Private room,40,31,2,12/05/2019,0.16,18,362
Studio apartment in NYC,Helen,Staten Island,Grant City,40.58023,-74.10725,Entire home/apt,80,3,68,30/06/2019,2.55,1,50
Sunny & Cozy w/outdoor space in Bushwick/Ridgewood,Sarah,Queens,Ridgewood,40.70787,-73.90961,Private room,55,1,21,26/11/2017,0.79,1,0
New tidy  room attached by PRIVATE FULL BATH,Jimmy &Cindy,Queens,Flushing,40.75884,-73.81477,Private room,70,3,88,30/06/2019,3.28,10,358
Cozy Room Minutes To Manhattan. #2,Faye,Staten Island,Stapleton,40.63464,-74.07842,Private room,55,1,13,20/03/2019,0.48,3,362
Spacious room 3 blocks from M train,Oleg,Queens,Ridgewood,40.70442,-73.89602,Private room,50,2,29,27/06/2019,1.11,1,0
Prvt entrance room! 1 stop to Mdtwn Manhattan.,John,Queens,Long Island City,40.74399,-73.95472,Private room,72,3,11,30/05/2019,0.42,1,341
"Private, sunny studio apartment in Queens",Alexisz Tamás,Queens,Ridgewood,40.70036,-73.90238,Entire home/apt,79,9,11,17/10/2018,0.48,1,3
Tidy room  separate entrance plus paid parking,Jimmy &Cindy,Queens,Flushing,40.75637,-73.81576,Private room,100,2,63,08/07/2019,2.37,10,335
Spacious Comfy Queen Sized Bed.,Christopher,Queens,Fresh Meadows,40.74295,-73.78962,Private room,45,1,8,01/09/2017,0.3,2,0
Quiet and cozy,Gloria And Dmitrii,Queens,Astoria,40.7648,-73.92081,Private room,50,1,6,30/10/2018,0.23,1,0
Lovely room with a view.,Josephine,Queens,Arverne,40.58938,-73.79447,Private room,48,1,62,12/04/2019,2.35,2,3
Free transfer from  JFK airport,Tauqir,Queens,Howard Beach,40.65411,-73.83191,Private room,100,2,0,,,1,0
Spacious private room close St. Barnabas Hospital,Emma,Bronx,Tremont,40.84647,-73.89299,Private room,38,2,33,28/05/2019,1.27,2,327
"Bright, Beautiful Double Room","Rossy,  Carmen And Juan",Bronx,University Heights,40.85487,-73.91391,Private room,53,3,55,27/05/2019,2.15,4,80
Single room,Lehui,Queens,Flushing,40.75562,-73.80813,Private room,180,1,0,,,1,0
Airy and Bright Room with Balcony,Juan,Bronx,Parkchester,40.82942,-73.87564,Private room,60,2,89,07/07/2019,3.36,4,30
A Modern and bright room,Juan,Bronx,Parkchester,40.83081,-73.87587,Private room,45,2,74,02/07/2019,2.89,4,34
2 bedroom apartment & private backyard,Lauren,Queens,Astoria,40.76736,-73.91685,Entire home/apt,99,4,1,09/07/2017,0.04,1,0
Entire MASSIVE apt. for 4 ppl 1 Block from Subway,Eva,Queens,Forest Hills,40.72571,-73.84944,Entire home/apt,197,3,24,06/04/2018,0.9,1,0
NEW! Luxury studio WITH SPA shower in Flushing!!!,Jia,Queens,Flushing,40.75763,-73.83157,Entire home/apt,99,2,88,23/06/2019,3.38,3,120
Cozy Room Easy Access To Manhattan - Room #3,Faye,Staten Island,Stapleton,40.6348,-74.07734,Private room,65,1,37,15/04/2019,1.41,3,356
Modern & Industrial LIC Accommodations,Christina,Queens,Long Island City,40.75538,-73.93455,Private room,199,1,6,24/05/2019,0.26,2,53
Private Cozy Room In Astoria,Zee,Queens,Ditmars Steinway,40.7742,-73.90808,Private room,59,1,77,06/06/2019,2.97,1,198
private  room LONG Term Welcome Safe neighborhood,Michael,Queens,Sunnyside,40.73702,-73.92657,Private room,49,7,4,29/04/2018,0.19,2,90
Clean-N-Comfy Bronx Pad,Che,Bronx,Allerton,40.86718,-73.86235,Private room,33,1,0,,,1,179
Spacious house close to yankee stadium.,Emmanuel,Bronx,Mount Hope,40.84992,-73.90346,Private room,50,1,6,05/05/2018,0.23,1,0
"Bright, comfortable 1B studio near everything!",Connie Mae,Queens,Ditmars Steinway,40.77414,-73.91625,Entire home/apt,110,6,0,,,1,0
Neat Cozy  room attached by PRIVATE FULL BATHROOM,Jimmy &Cindy,Queens,Flushing,40.75556,-73.81205,Private room,47,2,79,18/06/2019,3.15,10,346
SUNNY PLACE in Sunnyside,Vadim,Queens,Sunnyside,40.73674,-73.9136,Private room,70,3,8,18/06/2017,0.3,1,0
Large & Cozy One-Bedroom Apartment in Queens,Mikanny,Queens,Jackson Heights,40.75292,-73.88129,Entire home/apt,135,6,2,02/01/2019,0.11,1,195
IT'S SIMPLY CONVENIENT!,Maria,Queens,Jamaica,40.69085,-73.79916,Entire home/apt,10,1,43,12/06/2019,1.68,1,252
Beautiful Park-view Home in Flushing NYC,Ann,Queens,Flushing,40.74888,-73.8066,Entire home/apt,400,1,8,29/03/2019,0.34,6,255
Spacious 1 BR/1 Bath in Ridgewood,Jeanette,Queens,Ridgewood,40.6991,-73.89796,Entire home/apt,60,7,0,,,1,0
convenient location 1 min walk to bus station,Low,Queens,Jamaica,40.67365,-73.76502,Private room,50,7,11,03/10/2018,0.44,2,0
Cozy One Bedroom in a Private House.Safe & Quite.,Pasang,Queens,Woodside,40.75558,-73.90534,Private room,45,2,30,01/01/2019,1.23,2,242
Charming Bedroom,Sheila,Bronx,Schuylerville,40.83018,-73.83413,Private room,42,4,22,25/06/2019,1.18,3,147
Adorable Cozy room with lots of light,Juan,Bronx,Parkchester,40.83117,-73.87566,Private room,43,2,71,02/07/2019,2.71,4,59
Gone with the Wind,Fernando,Queens,Sunnyside,40.74215,-73.92633,Entire home/apt,199,5,91,21/06/2019,3.48,2,57
Spacious One bedroom in Hip Bushwick Brooklyn,Florian,Queens,Ridgewood,40.69942,-73.90968,Entire home/apt,120,3,3,03/01/2018,0.12,1,0
Cozy room in Bayside Queens,Clara,Queens,Bayside,40.75444,-73.76938,Private room,38,1,86,20/06/2019,4.19,3,346
Great room across the street from the High bridge,Nahuel,Bronx,Highbridge,40.84289,-73.92688,Private room,100,2,107,14/06/2019,4.12,5,344
Charming safe beautifully furnished,Aminata Mody,Bronx,Hunts Point,40.81406,-73.88997,Private room,65,4,36,07/06/2019,1.36,1,365
Private room in Astoria  close to Manhattan,Ruth,Queens,Ditmars Steinway,40.77949,-73.91015,Private room,78,2,69,01/07/2019,2.65,1,166
The Bridge Complex,Dusean,Bronx,Pelham Gardens,40.85878,-73.83402,Entire home/apt,199,2,81,26/06/2019,3.17,1,286
Affordable and Cozy Room,Juan,Bronx,Parkchester,40.8298,-73.87715,Private room,40,2,62,24/06/2019,2.38,4,44
Spacious 1 bedroom. Best water pressure in NYC!,Anthony,Queens,Astoria,40.76132,-73.92477,Entire home/apt,99,2,68,01/07/2019,2.69,1,0
HOUSE WITH 2 ENTRANCES 15min TO MANHATTAN,David,Queens,Forest Hills,40.73412,-73.8509,Entire home/apt,278,2,16,12/07/2018,0.62,6,0
Cozy room across the street from the high bridge,Nahuel,Bronx,Highbridge,40.84111,-73.92513,Private room,80,2,100,23/06/2019,3.86,5,338
"The Locals House // Best Location, Nicest Home",Michael,Queens,Rockaway Beach,40.5889,-73.81585,Entire home/apt,545,1,31,07/07/2019,1.2,1,224
Cozy bedroom in historical home.,Reuben,Staten Island,Stapleton,40.63167,-74.07971,Private room,43,1,37,05/07/2019,1.56,4,89
Beautiful bedroom in Quiet House,Abi,Queens,Flushing,40.74218,-73.82833,Private room,36,2,98,23/06/2019,3.8,1,31
Cozy room in charming home,Sheila,Bronx,Schuylerville,40.83159,-73.83375,Private room,40,4,35,08/06/2019,1.36,3,171
Ms. Dee Comfort Zone,Debra,Queens,Jamaica,40.68555,-73.79416,Private room,30,1,15,28/06/2019,0.67,2,90
Fantastic Sunny peaceful room in Riverdale,Vicdania,Bronx,North Riverdale,40.91169,-73.90564,Private room,50,365,0,,,1,363
Quaint 1 Bedroom in Historic Home,Jeff,Queens,Sunnyside,40.74789,-73.91428,Entire home/apt,100,30,3,02/12/2017,0.13,1,213
Adorable room in Astoria - 20 mins to Manhattan!,Anushua,Queens,Astoria,40.76682,-73.90807,Private room,63,2,27,15/06/2019,1.03,2,338
Large 1 Bedroom in Astoria/Long Island City!,Andrea,Queens,Astoria,40.76843,-73.93257,Private room,90,3,17,23/04/2019,0.65,2,334
Cozy 1 Bedroom with Queen bed,Andrea,Queens,Astoria,40.76848,-73.93213,Private room,62,3,27,02/07/2019,1.03,2,154
"PRIVATE, QUIET, Clean NY APT. 3mins to JFK Airport",Ada,Queens,Jamaica,40.6705,-73.77787,Entire home/apt,80,1,22,02/06/2019,0.85,2,305
Med. sized bdrm in Historical house on Staten Isl.,Reuben,Staten Island,Stapleton,40.62981,-74.07998,Private room,50,1,25,06/07/2019,1.03,4,73
Huge Private Room in New York 10minute to Midtown,Meja Hilde,Queens,Long Island City,40.75172,-73.9379,Private room,69,1,3,30/05/2017,0.12,1,0
Private Room with Skyline View. Near LGA airport,Win,Queens,East Elmhurst,40.75885,-73.86959,Private room,44,1,141,05/07/2019,10.19,2,47
PEACE AND TRANQUILITY,Pauline,Bronx,Baychester,40.87192,-73.84676,Private room,60,1,0,,,2,0
Spacious 2bed private rm close St.BarnabasHospital,Emma,Bronx,Tremont,40.84594,-73.89358,Private room,45,2,49,26/05/2019,1.95,2,324
Clean and large bedroom in a private house,Christoni,Bronx,Williamsbridge,40.87309,-73.86326,Private room,60,1,5,03/06/2017,0.19,1,0
"Big room in Queens, close to all...皇后区大房, 近超市､地铁",Jiqiong,Queens,Rego Park,40.72446,-73.85636,Private room,60,3,46,10/06/2019,1.77,1,48
AMAZING HOUSE 3 Bedrooms 3 Bathrooms.,Ms. George,Queens,Glendale,40.69252,-73.89533,Entire home/apt,150,3,22,23/06/2019,0.93,1,292
Bronx Wakefield Large Furnished Room,Ms. H,Bronx,Wakefield,40.88702,-73.86575,Private room,60,1,39,01/07/2019,1.57,1,360
Home home sweet home,Leah,Queens,Woodside,40.74204,-73.90639,Private room,55,2,3,28/05/2017,0.12,1,0
"Prime Astoria Apartment, Beautiful and Convenient",Burcu,Queens,Astoria,40.75865,-73.91737,Private room,150,2,2,12/09/2017,0.08,1,87
"Nice space in Norwood, NYC",Cherly,Bronx,Norwood,40.87315,-73.87925,Private room,65,1,0,,,1,0
Minutes from JFK airport and famous mall,Hannah,Queens,Rosedale,40.65219,-73.73729,Private room,49,2,61,25/03/2019,2.36,2,65
"Private, cute, and cozy studio close to the subway",Jose,Queens,Ozone Park,40.67555,-73.85653,Private room,39,2,21,01/06/2019,0.81,2,0
Large King size bed private entrance 5 mins to NYC,Rossana,Queens,Astoria,40.75777,-73.91577,Private room,69,5,17,03/06/2018,0.65,2,208
Nice and fully furnished room in Staten Island,Ely,Staten Island,Port Richmond,40.63748,-74.13496,Private room,40,1,63,27/05/2019,2.42,1,343
HUGE Studio up to 4 people 15 min to Manhattan.,David,Queens,Forest Hills,40.73526,-73.85065,Entire home/apt,88,3,6,18/05/2018,0.27,6,0
LARGE 3 BEDROOMS UP  9 People 15 MIN TO MANHATTAN,David,Queens,Forest Hills,40.73437,-73.85227,Entire home/apt,238,3,2,31/03/2019,0.09,6,188
"4 twin bunkbeds, 5 minutes to JFK",John And Colleen,Queens,Springfield Gardens,40.66413,-73.76651,Private room,100,1,15,05/02/2019,0.62,4,84
Modern Bright Bedroom 30 seconds to Subway!,Lana,Queens,Long Island City,40.75607,-73.93022,Private room,100,2,91,23/06/2019,3.54,2,21
Ground Floor Studio,Joe Berat,Queens,Rego Park,40.72661,-73.86046,Entire home/apt,70,1,89,23/06/2019,3.42,1,157
Large Private Room in Heart of Diversity.,Ikello,Bronx,Mount Eden,40.84473,-73.91175,Private room,55,2,112,30/06/2019,4.65,1,271
Downtown Flushing Penthouse with a Stunning View,Alan,Queens,Flushing,40.75872,-73.82174,Entire home/apt,183,30,2,13/10/2018,0.19,15,365
"Seaside Nest
#SeasideNestNYC",Robert,Queens,Arverne,40.58934,-73.80055,Entire home/apt,250,2,48,30/06/2019,1.93,1,280
nice /clean env.10 mins from JFK with free parking,Joseph,Queens,Cambria Heights,40.68722,-73.73254,Private room,80,5,23,25/11/2018,1,1,83
"Private Studio Apartment, Staten Island, NYC",Kat,Staten Island,Emerson Hill,40.60642,-74.11756,Entire home/apt,49,1,43,01/07/2019,1.67,1,64
"Clean, spacious and comfortable room at Bronx",Zeeshan,Bronx,Allerton,40.85961,-73.86361,Private room,49,3,1,01/06/2017,0.04,1,0
THE PERFECT QUIET ATMOSPHERE  WHEN HOME,Pauline,Bronx,Allerton,40.87063,-73.84896,Private room,70,1,3,12/06/2017,0.12,2,0
B1Cozy Room in Long Island City Great Location.,Leo,Queens,Long Island City,40.75575,-73.93236,Private room,54,1,73,10/06/2019,2.89,9,279
Flushing Haven (B),Tammie,Queens,Flushing,40.75402,-73.81317,Private room,50,2,54,24/06/2019,2.09,4,174
Close by La Guardia airport,Aleida,Queens,East Elmhurst,40.76078,-73.87661,Private room,50,1,97,27/06/2019,3.86,2,149
Sweet Home Away from Home - 1 Bedroom Apt,Patrick,Queens,Glendale,40.70515,-73.8945,Entire home/apt,99,4,62,23/06/2019,2.41,1,81
Private Entrance Astoria Five min walk to subway,Vik,Queens,Astoria,40.77407,-73.92262,Entire home/apt,125,2,49,17/03/2019,1.99,5,86
"Spacious and Beautiful 1 Bedroom Astoria, New York",Frederick,Queens,Long Island City,40.76151,-73.92643,Entire home/apt,85,4,13,26/09/2018,0.51,1,0
Traveler's Cabin,Adam,Queens,Long Island City,40.76365,-73.93192,Private room,60,30,4,16/09/2018,0.16,1,0
Spacious room near the Midtown-close to everything,Marcia,Queens,Long Island City,40.74752,-73.92264,Private room,60,1,7,12/11/2017,0.32,1,0
Elegant  Studio in a great cottage,Charles,Bronx,Baychester,40.87188,-73.842,Entire home/apt,75,4,69,06/07/2019,2.68,2,119
Private Bedroom in Lovely Astoria Home,Kerith,Queens,Astoria,40.75704,-73.92135,Private room,60,1,129,03/07/2019,5.11,1,95
Cozy Guestroom,Tammie,Queens,Flushing,40.75364,-73.8108,Private room,50,2,51,24/06/2019,1.98,4,156
"One bedroom, spacious in 3 bedrooms 2 baths",Andrea,Queens,Kew Gardens Hills,40.7224,-73.81039,Private room,40,6,3,03/06/2019,0.3,2,89
Practical & Affordable Flat on Subway to Manhattan,Sasha,Bronx,Mount Hope,40.85152,-73.90374,Entire home/apt,48,90,2,30/11/2018,0.16,7,93
Cheap cozy room lovely area airport and mall 10min,Dlb,Queens,Laurelton,40.66971,-73.7473,Private room,37,2,8,10/11/2018,0.37,5,0
PRIVATE BATHROOM  AND KITCHEN AREA,Mervin (Michael),Staten Island,West Brighton,40.63452,-74.11707,Private room,45,2,47,01/02/2019,1.89,3,207
法拉盛中心公寓楼高层,Zheng,Queens,Flushing,40.75575,-73.83261,Private room,60,2,45,06/05/2019,1.77,2,45
Modern & Industrial LIC Accomodations,Christina,Queens,Long Island City,40.75578,-73.93666,Private room,259,2,3,05/12/2018,0.22,2,0
Doll private room,Kaila,Bronx,Kingsbridge,40.86707,-73.90712,Private room,55,5,3,06/01/2018,0.12,2,364
3Beds/Kitchen/wifi/US Open唐人街电梯公寓/厨卫/网快/美网赛事,Yoga,Queens,Flushing,40.75851,-73.8203,Entire home/apt,98,1,34,20/06/2019,1.38,1,55
Beautiful Room in the Heart of Astoria with view,George,Queens,Astoria,40.76834,-73.92093,Private room,55,1,0,,,1,0
Private Oasis (A),Tammie,Queens,Flushing,40.7547,-73.81238,Private room,66,2,56,23/06/2019,2.27,4,63
IDEALLY LOCATED COZY COTTAGE,Luis,Bronx,Throgs Neck,40.83051,-73.82511,Entire home/apt,95,1,266,28/06/2019,10.34,1,345
Sunny Modern Bedroom 30 seconds from Subway!,Lana,Queens,Long Island City,40.75844,-73.93154,Private room,100,2,13,04/01/2019,0.51,2,0
Peaceful cozy place in the middle of the crowds.,Imanuelly,Queens,Elmhurst,40.73218,-73.88461,Private room,75,1,1,05/05/2019,0.46,3,364
Completed New studio @ Luxury apartment,Luo,Queens,Long Island City,40.75027,-73.94236,Entire home/apt,104,1,7,26/11/2017,0.28,1,0
JFK 10 & LGA 15 MINUTES  AC BEDROOM ATTCH BATHROOM,Gurpreet  Singh,Queens,Richmond Hill,40.69482,-73.82551,Private room,59,1,123,14/08/2018,4.85,5,0
Cozy Paradise,David,Queens,Forest Hills,40.71923,-73.85189,Private room,175,1,47,23/06/2019,2.14,2,176
Magnificent Lakeview Home on Kissena Park in NYC,Ann,Queens,Flushing,40.74982,-73.8061,Entire home/apt,1500,3,0,,,6,256
"Small cute bedroom in Astoria, Queens/LIC",Carmen,Queens,Ditmars Steinway,40.77204,-73.90868,Private room,35,26,1,02/09/2017,0.04,1,0
Luxe Loft Apartment-10 minutes from Manhattan!,Francis,Queens,Long Island City,40.7476,-73.94433,Private room,74,4,34,15/05/2019,1.38,1,8
Tranquility,David,Staten Island,Emerson Hill,40.60577,-74.12819,Private room,85,1,0,,,1,0
Delightful LIC Brownstone,Daniel,Queens,Long Island City,40.74617,-73.94645,Private room,71,7,94,16/06/2019,3.66,2,194
Room with a view,Jamie,Queens,Long Island City,40.75125,-73.93807,Entire home/apt,195,1,3,26/06/2017,0.12,1,0
Very comfy and only minutes to JFK and famous mall,Hannah,Queens,Rosedale,40.65283,-73.73887,Private room,38,2,61,29/06/2019,2.39,2,171
Quiet and hip Astoria house (15 min. to Manhattan),Joseph,Queens,Ditmars Steinway,40.77655,-73.91304,Private room,50,1,12,21/05/2019,0.63,1,0
"sunny room, 2 mins to subway & 15mins to Manhattan",James,Queens,Jackson Heights,40.74712,-73.89329,Private room,46,1,19,09/09/2017,0.75,1,0
Large Clean Safe Private Bedroom by Lehman College,David,Bronx,Kingsbridge,40.87271,-73.89972,Private room,60,3,19,02/07/2019,0.75,1,81
Peaceful home to come on Budget.,Monica A,Bronx,University Heights,40.85484,-73.90646,Private room,60,1,1,25/11/2017,0.05,1,0
ROOM 10,Justine,Bronx,University Heights,40.85624,-73.90946,Private room,40,3,26,16/06/2019,1.03,5,365
Home &Garden: lots local+fast 2 Manhattan/Brooklyn,Sharlene,Staten Island,Westerleigh,40.61357,-74.13566,Entire home/apt,103,3,1,29/07/2018,0.09,1,189
Gorgeous Comfy Apartment,Philip,Queens,Jamaica,40.69256,-73.79988,Entire home/apt,165,3,53,06/07/2019,2.14,1,153
"Rockaway Chic Houseboat Escape, Serene & Airy!",Natasha,Queens,Arverne,40.59486,-73.78856,Entire home/apt,250,2,10,23/06/2019,0.4,1,166
